Gene.ID,Chr,start,end,strand,gene_length,type,detailed_type,symbol,annotation
AT2G39140,Chr2,16330129,16333405,+,3277,mRNA,mRNA,SVR1,pseudouridine synthase family protein
AT2G39160,Chr2,16333490,16334173,-,684,mRNA,mRNA,,hypothetical protein
AT2G39170,Chr2,16334546,16336297,-,1752,mRNA,mRNA,,MEF2BNB-like protein
AT2G09010,Chr2,16339187,16339531,-,345,lncRNA,intergenic,,
MSTRG.9981.1,Chr2,16339857,16340238,+,382,lncRNA,intergenic,NA,NA
AT2G39180,Chr2,16344151,16346769,-,2619,mRNA,mRNA,CCR2,CRINKLY4 related 2
AT2G39190,Chr2,16349968,16356097,+,6130,mRNA,mRNA,ATATH8,Protein kinase superfamily protein
AT2G39200,Chr2,16356041,16359943,-,3903,mRNA,mRNA,MLO12,Seven transmembrane MLO family protein
AT2G39210,Chr2,16366102,16368570,-,2469,mRNA,mRNA,,Major facilitator superfamily protein
AT2G39220,Chr2,16374881,16377168,-,2288,mRNA,mRNA,PLP6,PATATIN-like protein 6
AT2G09015,Chr2,16379256,16379461,+,206,lncRNA,intergenic,,
AT2G09020,Chr2,16379294,16379534,-,241,lncRNA,intergenic,,
AT2G39230,Chr2,16381565,16384730,+,3166,mRNA,mRNA,LOJ,LATERAL ORGAN JUNCTION
AT2G39240,Chr2,16384786,16388502,-,3717,mRNA,mRNA,,RNA polymerase I specific transcription initiation factor RRN3 protein
AT2G39250,Chr2,16388691,16391176,-,2486,mRNA,mRNA,SNZ,Integrase-type DNA-binding superfamily protein
AT2G39260,Chr2,16391924,16399812,-,7889,mRNA,mRNA,,regulator of nonsense transcripts UPF2
MSTRG.9991.1,Chr2,16396588,16396806,-,219,lncRNA,intragenic,NA,Located within an intron of AT2G39260
AT2G39270,Chr2,16399969,16401671,+,1703,mRNA,mRNA,,P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT2G09025,Chr2,16400296,16400711,-,416,lncRNA,intragenic,,Natural antisense transcript overlaps with AT2G39270
AT2G39280,Chr2,16401526,16406886,-,5361,mRNA,mRNA,,Ypt/Rab-GAP domain of gyp1p superfamily protein
AT2G39290,Chr2,16407135,16409156,+,2022,mRNA,mRNA,PGP1,phosphatidylglycerolphosphate synthase 1
AT2G39300,Chr2,16409539,16413874,-,4336,mRNA,mRNA,,CAP-gly domain linker
AT2G39310,Chr2,16414034,16416845,-,2812,mRNA,mRNA,JAL22,jacalin-related lectin 22
AT2G39320,Chr2,16417477,16418517,-,1041,mRNA,mRNA,,Cysteine proteinases superfamily protein
AT2G39330,Chr2,16419483,16422158,-,2676,mRNA,mRNA,JAL23,jacalin-related lectin 23
AT2G39340,Chr2,16423541,16430108,+,6568,mRNA,mRNA,SAC3A,SAC3/GANP/Nin1/mts3/eIF-3 p25 family
AT2G09035,Chr2,16428857,16429040,-,184,lncRNA,intragenic,,Located within an intron of AT2G39340
AT2G39350,Chr2,16430085,16432751,-,2667,mRNA,mRNA,ABCG1,ABC-2 type transporter family protein
MSTRG.10005.1,Chr2,16430805,16432183,+,1379,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT2G39350
AT2G09040,Chr2,16435909,16436561,+,653,lncRNA,intragenic,,Overlaps with AT2G39355
AT2G39355,Chr2,16436504,16436833,+,330,mRNA,mRNA,,F-box/associated interaction domain protein
AT2G39360,Chr2,16437338,16440544,-,3207,mRNA,mRNA,,Protein kinase superfamily protein
AT2G39370,Chr2,16443996,16445408,-,1413,mRNA,mRNA,MAKR4,membrane-associated kinase regulator
AT2G39375,Chr2,16446514,16449180,+,2667,mRNA,mRNA,,hypothetical protein
AT2G39380,Chr2,16447006,16449083,-,2078,mRNA,mRNA,EXO70H2,exocyst subunit exo70 family protein H2
AT2G39390,Chr2,16450554,16451878,-,1325,mRNA,mRNA,,Ribosomal L29 family protein
AT2G39400,Chr2,16452612,16455001,+,2390,mRNA,mRNA,,alpha/beta-Hydrolases superfamily protein
AT2G39410,Chr2,16455569,16458363,+,2795,mRNA,mRNA,,alpha/beta-Hydrolases superfamily protein
AT2G39415,Chr2,16458607,16459014,-,408,mRNA,mRNA,,F-box family protein
AT2G39420,Chr2,16460247,16463220,+,2974,mRNA,mRNA,,alpha/beta-Hydrolases superfamily protein
AT2G09045,Chr2,16463300,16464455,-,1156,lncRNA,intragenic,,Natural antisense transcript overlaps with AT2G39430
AT2G39430,Chr2,16463347,16464531,+,1185,mRNA,mRNA,,Disease resistance-responsive (dirigent-like protein) family protein
AT2G39435,Chr2,16464414,16467033,-,2620,mRNA,mRNA,TRM18,Phosphatidylinositol N-acetyglucosaminlytransferase subunit P-like protein
AT2G39440,Chr2,16467830,16469628,-,1799,mRNA,mRNA,,ribonuclease H2 subunit C-like protein
AT2G39445,Chr2,16469779,16471274,-,1496,mRNA,mRNA,,Phosphatidylinositol N-acetylglucosaminyltransferase%2C GPI19/PIG-P subunit
AT2G39450,Chr2,16471560,16474060,-,2501,mRNA,mRNA,MTP11,Cation efflux family protein
AT2G39460,Chr2,16474149,16476141,+,1993,mRNA,mRNA,RPL23AA,ribosomal protein L23AA
AT2G39470,Chr2,16476198,16477843,+,1646,mRNA,mRNA,PnsL1,PsbP-like protein 2
AT2G39480,Chr2,16477792,16485039,-,7248,mRNA,mRNA,ABCB6,P-glycoprotein 6
AT2G09050,Chr2,16485621,16486092,+,472,lncRNA,intergenic,,
AT2G39490,Chr2,16486902,16488645,-,1744,mRNA,mRNA,,F-box family protein
AT2G39500,Chr2,16489013,16490108,+,1096,mRNA,mRNA,,hexose transporter
AT2G09055,Chr2,16489714,16490023,-,310,lncRNA,intragenic,,Natural antisense transcript overlaps with AT2G39500
AT2G39510,Chr2,16491143,16493343,-,2201,mRNA,mRNA,UMAMIT14,nodulin MtN21 /EamA-like transporter family protein
AT2G39518,Chr2,16495819,16497145,-,1327,mRNA,mRNA,,Uncharacterized protein family (UPF0497)
AT2G39520,Chr2,16496813,16497621,+,809,mRNA,mRNA,,hypothetical protein
AT2G39530,Chr2,16498364,16499524,-,1161,mRNA,mRNA,,Uncharacterized protein family (UPF0497)
AT2G39540,Chr2,16500788,16501414,+,627,mRNA,mRNA,,Gibberellin-regulated family protein
AT2G39550,Chr2,16501571,16504379,+,2809,mRNA,mRNA,PGGT-I,Prenyltransferase family protein
AT2G39560,Chr2,16504838,16506150,-,1313,mRNA,mRNA,,Putative membrane lipoprotein
AT2G39570,Chr2,16507882,16510264,+,2383,mRNA,mRNA,ACR9,ACT domain-containing protein
AT2G39580,Chr2,16510273,16517200,+,6928,mRNA,mRNA,,zinc finger C3H1 domain protein
AT2G39590,Chr2,16517588,16518247,-,660,mRNA,mRNA,,40S ribosomal protein S15a
AT2G39600,Chr2,16518564,16518635,-,72,canonical ncRNA,tRNA,,
AT2G39610,Chr2,16518769,16518840,+,72,canonical ncRNA,tRNA,,
AT2G39620,Chr2,16518890,16521544,-,2655,mRNA,mRNA,,Pentatricopeptide repeat (PPR) superfamily protein
AT2G39630,Chr2,16521736,16524783,-,3048,mRNA,mRNA,,Nucleotide-diphospho-sugar transferases superfamily protein
AT2G39640,Chr2,16525086,16527038,-,1953,mRNA,mRNA,,glycosyl hydrolase family 17 protein
AT2G39650,Chr2,16527730,16529494,-,1765,mRNA,mRNA,,cruciferin (DUF506)
AT2G39660,Chr2,16531527,16533986,+,2460,mRNA,mRNA,BIK1,botrytis-induced kinase1
AT2G39670,Chr2,16534175,16537318,+,3144,mRNA,mRNA,,Radical SAM superfamily protein
AT2G39675,Chr2,16537288,16538277,-,990,lncRNA,intragenic,,Natural antisense transcript overlaps with AT2G39670
MSTRG.10041.2,Chr2,16537422,16538277,-,856,lncRNA,intergenic,NA,NA
AT2G39681,Chr2,16539384,16540417,-,1034,lncRNA,intergenic,,other_RNA
MSTRG.10042.1,Chr2,16539384,16540433,-,1050,lncRNA,intergenic,NA,NA
MSTRG.10043.1,Chr2,16539700,16540009,+,310,lncRNA,intergenic,NA,NA
AT2G39690,Chr2,16540927,16543411,+,2485,mRNA,mRNA,,ternary complex factor MIP1 leucine-zipper protein (Protein of unknown function%2C DUF547)
AT2G39700,Chr2,16543832,16545746,-,1915,mRNA,mRNA,EXPA4,expansin A4
AT2G09060,Chr2,16546752,16547255,+,504,lncRNA,intergenic,,
AT2G09065,Chr2,16546787,16547100,-,314,lncRNA,intergenic,,
AT2G09070,Chr2,16553373,16553755,-,383,lncRNA,intergenic,,
AT2G09075,Chr2,16553405,16553907,+,503,lncRNA,intergenic,,
MSTRG.10045.1,Chr2,16555191,16555311,+,121,lncRNA,intergenic,NA,NA
AT2G39705,Chr2,16556801,16558268,+,1468,mRNA,mRNA,RTFL8,ROTUNDIFOLIA like 8
AT2G39710,Chr2,16561788,16563441,-,1654,mRNA,mRNA,,Eukaryotic aspartyl protease family protein
AT2G39720,Chr2,16566586,16568960,-,2375,mRNA,mRNA,RHC2A,RING-H2 finger C2A
AT2G39725,Chr2,16569430,16570748,+,1319,mRNA,mRNA,,LYR family of Fe/S cluster biogenesis protein
AT2G39730,Chr2,16570746,16573692,-,2947,mRNA,mRNA,RCA,rubisco activase
MSTRG.10051.1,Chr2,16571192,16571458,+,267,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT2G39730
MSTRG.10052.1,Chr2,16571713,16571993,+,281,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT2G39730
MSTRG.10053.1,Chr2,16575589,16575783,-,195,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT2G39740
AT2G39740,Chr2,16575752,16579120,+,3369,mRNA,mRNA,HESO1,Nucleotidyltransferase family protein
AT2G39750,Chr2,16578824,16582436,-,3613,mRNA,mRNA,,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
AT2G39760,Chr2,16583003,16586260,+,3258,mRNA,mRNA,BPM3,BTB/POZ/MATH-domains containing protein
AT2G39770,Chr2,16588556,16591032,+,2477,mRNA,mRNA,CYT1,Glucose-1-phosphate adenylyltransferase family protein
AT2G39780,Chr2,16591117,16593775,+,2659,mRNA,mRNA,RNS2,ribonuclease 2
AT2G39782,Chr2,16594037,16594516,-,480,mRNA,mRNA,,hypothetical protein
AT2G39790,Chr2,16594833,16595800,+,968,mRNA,mRNA,,Mitochondrial glycoprotein family protein
AT2G39795,Chr2,16596838,16598162,+,1325,mRNA,mRNA,,Mitochondrial glycoprotein family protein
AT2G39800,Chr2,16598072,16603319,-,5248,mRNA,mRNA,P5CS1,delta1-pyrroline-5-carboxylate synthase 1
AT2G39805,Chr2,16609797,16612554,-,2758,mRNA,mRNA,,Integral membrane Yip1 family protein
AT2G39810,Chr2,16612777,16618122,+,5346,mRNA,mRNA,HOS1,ubiquitin-protein ligase
AT2G39820,Chr2,16618226,16619750,+,1525,mRNA,mRNA,eIF6B,Translation initiation factor IF6
AT2G39830,Chr2,16619743,16624150,-,4408,mRNA,mRNA,DAR2,DA1-related protein 2
AT2G39840,Chr2,16627216,16629412,+,2197,mRNA,mRNA,TOPP4,type one serine/threonine protein phosphatase 4
AT2G39850,Chr2,16630411,16634253,+,3843,mRNA,mRNA,,Subtilisin-like serine endopeptidase family protein
AT2G39851,Chr2,16634519,16635568,+,1050,mRNA,mRNA,,Proteinase inhibitor%2C propeptide
AT2G39855,Chr2,16637661,16639497,+,1837,mRNA,mRNA,,plant/protein
AT2G39860,Chr2,16639780,16639851,-,72,canonical ncRNA,tRNA,,
AT2G39865,Chr2,16641761,16641907,-,147,mRNA,mRNA,,transmembrane protein
AT2G39870,Chr2,16643381,16645866,+,2486,mRNA,mRNA,,hypothetical protein
AT2G39880,Chr2,16647711,16649527,-,1817,mRNA,mRNA,MYB25,myb domain protein 25
AT2G09085,Chr2,16653249,16653524,-,276,lncRNA,intergenic,,
AT2G39890,Chr2,16655577,16658412,+,2836,mRNA,mRNA,PROT1,proline transporter 1
AT2G39900,Chr2,16658468,16660443,+,1976,mRNA,mRNA,WLIM2a,GATA type zinc finger transcription factor family protein
AT2G39910,Chr2,16660596,16663048,+,2453,mRNA,mRNA,,ARM repeat superfamily protein
AT2G39920,Chr2,16663017,16664539,-,1523,mRNA,mRNA,,HAD superfamily%2C subfamily IIIB acid phosphatase
AT2G39930,Chr2,16665851,16672494,+,6644,mRNA,mRNA,ISA1,isoamylase 1
AT2G09090,Chr2,16671195,16672443,-,1249,lncRNA,intragenic,,Natural antisense transcript overlaps with AT2G39930
AT2G39940,Chr2,16672493,16675864,-,3372,mRNA,mRNA,COI1,RNI-like superfamily protein
AT2G39950,Chr2,16676542,16680503,-,3962,mRNA,mRNA,,flocculation protein
AT2G39960,Chr2,16681296,16683718,-,2423,mRNA,mRNA,,Microsomal signal peptidase 25 kDa subunit (SPC25)
AT2G39970,Chr2,16683832,16686815,-,2984,mRNA,mRNA,PXN,Mitochondrial substrate carrier family protein
AT2G39980,Chr2,16687673,16690182,-,2510,mRNA,mRNA,,HXXXD-type acyl-transferase family protein
AT2G39975,Chr2,16687717,16688248,+,532,mRNA,mRNA,,hypothetical protein
AT2G09095,Chr2,16693953,16694155,-,203,lncRNA,intergenic,,
AT2G09100,Chr2,16694629,16694948,-,320,lncRNA,intergenic,,
AT2G39990,Chr2,16698041,16700309,-,2269,mRNA,mRNA,EIF2,eukaryotic translation initiation factor 2
AT2G40000,Chr2,16700490,16702336,-,1847,mRNA,mRNA,HSPRO2,ortholog of sugar beet HS1 PRO-1 2
MSTRG.10082.1,Chr2,16700599,16701624,+,1026,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT2G40000
AT2G40004,Chr2,16704063,16704954,+,892,mRNA,mRNA,,transmembrane protein
AT2G09105,Chr2,16704087,16704331,-,245,lncRNA,intragenic,,Natural antisense transcript overlaps with AT2G40004
AT2G40008,Chr2,16708056,16709563,+,1508,lncRNA,intragenic,,Natural antisense transcript overlaps with AT2G40010
AT2G40010,Chr2,16708379,16710772,-,2394,mRNA,mRNA,,Ribosomal protein L10 family protein
AT2G40020,Chr2,16710929,16713339,+,2411,mRNA,mRNA,,Nucleolar histone methyltransferase-related protein
AT2G40030,Chr2,16714460,16723718,+,9259,mRNA,mRNA,NRPD1B,nuclear RNA polymerase D1B
AT2G40050,Chr2,16723881,16725803,-,1923,mRNA,mRNA,,Cysteine/Histidine-rich C1 domain family protein
AT2G40060,Chr2,16726424,16728207,+,1784,mRNA,mRNA,CLC2,Clathrin light chain protein
AT2G40070,Chr2,16728193,16731736,-,3544,mRNA,mRNA,,flocculation FLO11-like protein
AT2G40080,Chr2,16734294,16734953,-,660,mRNA,mRNA,ELF4,EARLY FLOWERING-like protein (DUF1313)
AT2G09110,Chr2,16735563,16735801,+,239,lncRNA,intergenic,,
AT2G40085,Chr2,16736317,16737294,-,978,mRNA,mRNA,,hypothetical protein
AT2G40090,Chr2,16737466,16740486,-,3021,mRNA,mRNA,ATH9,ABC2 homolog 9
AT2G40095,Chr2,16742896,16745152,+,2257,mRNA,mRNA,,Alpha/beta hydrolase related protein
AT2G40100,Chr2,16745628,16747424,+,1797,mRNA,mRNA,LHCB4.3,light harvesting complex photosystem II
AT2G40110,Chr2,16747831,16749590,+,1760,mRNA,mRNA,,Yippee family putative zinc-binding protein
AT2G40113,Chr2,16750035,16751314,+,1280,mRNA,mRNA,,Pollen Ole e 1 allergen and extensin family protein
AT2G40116,Chr2,16751561,16754599,+,3039,mRNA,mRNA,,Phosphoinositide-specific phospholipase C family protein
AT2G40120,Chr2,16754891,16757599,-,2709,mRNA,mRNA,,Protein kinase superfamily protein
AT2G09115,Chr2,16765369,16765864,-,496,lncRNA,intragenic,,Natural antisense transcript overlaps with AT2G40130
AT2G40130,Chr2,16765709,16769279,+,3571,mRNA,mRNA,,Double Clp-N motif-containing P-loop nucleoside triphosphate hydrolases superfamily protein
AT2G40140,Chr2,16771997,16774734,+,2738,mRNA,mRNA,CZF1,zinc finger (CCCH-type) family protein
AT2G40150,Chr2,16775424,16777243,+,1820,mRNA,mRNA,TBL28,TRICHOME BIREFRINGENCE-LIKE 28
AT2G40160,Chr2,16777323,16779408,+,2086,mRNA,mRNA,TBL30,trichome birefringence-like protein (DUF828)
AT2G40165,Chr2,16777493,16779137,-,1645,mRNA,mRNA,,hypothetical protein
AT2G40170,Chr2,16779552,16780368,-,817,mRNA,mRNA,GEA6,Stress induced protein
AT2G40180,Chr2,16782366,16784147,+,1782,mRNA,mRNA,PP2C5,phosphatase 2C5
AT2G40190,Chr2,16785173,16787590,+,2418,mRNA,mRNA,LEW3,UDP-Glycosyltransferase superfamily protein
AT2G40200,Chr2,16791010,16792376,+,1367,mRNA,mRNA,,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT2G40205,Chr2,16792175,16792622,-,448,mRNA,mRNA,,Ribosomal protein L41 family
AT2G40210,Chr2,16793213,16794328,-,1116,mRNA,mRNA,AGL48,AGAMOUS-like 48
AT2G40220,Chr2,16796247,16797585,-,1339,mRNA,mRNA,ABI4,Integrase-type DNA-binding superfamily protein
AT2G09125,Chr2,16800889,16801230,+,342,lncRNA,intergenic,,
AT2G40230,Chr2,16803080,16804823,-,1744,mRNA,mRNA,,HXXXD-type acyl-transferase family protein
AT2G40240,Chr2,16810905,16812518,+,1614,mRNA,mRNA,,Tetratricopeptide repeat (TPR)-like superfamily protein
AT2G40250,Chr2,16813297,16815331,+,2035,mRNA,mRNA,,SGNH hydrolase-type esterase superfamily protein
AT2G40260,Chr2,16816530,16818730,-,2201,mRNA,mRNA,,Homeodomain-like superfamily protein
AT2G09130,Chr2,16819187,16819462,-,276,lncRNA,intergenic,,
AT2G09135,Chr2,16819327,16819596,+,270,lncRNA,intergenic,,
AT2G40270,Chr2,16821934,16825160,-,3227,mRNA,mRNA,,Protein kinase family protein
AT2G09140,Chr2,16825046,16825284,+,239,lncRNA,intragenic,,Natural antisense transcript overlaps with AT2G40270
AT2G40280,Chr2,16825495,16828505,-,3011,mRNA,mRNA,,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
AT2G40290,Chr2,16828766,16831226,-,2461,mRNA,mRNA,,Eukaryotic translation initiation factor 2 subunit 1
AT2G40300,Chr2,16831109,16833294,-,2186,mRNA,mRNA,FER4,ferritin 4
AT2G40310,Chr2,16834065,16835711,+,1647,mRNA,mRNA,,Pectin lyase-like superfamily protein
AT2G40316,Chr2,16836104,16839446,+,3343,mRNA,mRNA,,autophagy-like protein
AT2G40320,Chr2,16840081,16842404,+,2324,mRNA,mRNA,TBL33,TRICHOME BIREFRINGENCE-LIKE 33
AT2G40330,Chr2,16844588,16846194,-,1607,mRNA,mRNA,PYL6,PYR1-like 6
AT2G40340,Chr2,16848160,16850494,-,2335,mRNA,mRNA,DREB2C,Integrase-type DNA-binding superfamily protein
AT2G40350,Chr2,16851434,16852803,-,1370,mRNA,mRNA,,Integrase-type DNA-binding superfamily protein
AT2G40360,Chr2,16852880,16856771,-,3892,mRNA,mRNA,,Transducin/WD40 repeat-like superfamily protein
AT2G40370,Chr2,16857959,16860779,-,2821,mRNA,mRNA,LAC5,laccase 5
AT2G40380,Chr2,16864446,16865587,-,1142,mRNA,mRNA,PRA1.B2,prenylated RAB acceptor 1.B2
AT2G40390,Chr2,16867293,16869104,+,1812,mRNA,mRNA,,neuronal PAS domain protein
AT2G40400,Chr2,16869189,16873338,+,4150,mRNA,mRNA,,DUF399 family protein%2C putative (DUF399 and DUF3411)
AT2G40410,Chr2,16873345,16875692,+,2348,mRNA,mRNA,AtCaN2,Ca(2+)-dependent nuclease family protein
AT2G40420,Chr2,16877144,16879214,+,2071,mRNA,mRNA,,Transmembrane amino acid transporter family protein
AT2G40430,Chr2,16878901,16882498,-,3598,mRNA,mRNA,,Nop53 protein
AT2G40435,Chr2,16886767,16889243,+,2477,mRNA,mRNA,,transcription factor SCREAM-like protein
AT2G40440,Chr2,16889212,16889580,-,369,mRNA,mRNA,,BTB/POZ domain protein
AT2G40450,Chr2,16892024,16892974,-,951,mRNA,mRNA,,BTB/POZ domain-containing protein
AT2G09155,Chr2,16893239,16893437,+,199,lncRNA,intergenic,,
AT2G40460,Chr2,16896907,16901670,+,4764,mRNA,mRNA,,Major facilitator superfamily protein
AT2G40470,Chr2,16902038,16904032,-,1995,mRNA,mRNA,LBD15,LOB domain-containing protein 15
AT2G40475,Chr2,16906899,16908152,-,1254,mRNA,mRNA,ASG8,hypothetical protein
AT2G40480,Chr2,16910167,16912616,+,2450,mRNA,mRNA,,WEB family protein (DUF827)
AT2G40490,Chr2,16912805,16915202,+,2398,mRNA,mRNA,HEME2,Uroporphyrinogen decarboxylase
AT2G40500,Chr2,16916330,16917217,+,888,mRNA,mRNA,,Protein kinase superfamily protein
AT2G40510,Chr2,16918391,16919900,+,1510,mRNA,mRNA,,Ribosomal protein S26e family protein
AT2G40520,Chr2,16922337,16925961,+,3625,mRNA,mRNA,,Nucleotidyltransferase family protein
AT2G40530,Chr2,16927501,16928280,+,780,mRNA,mRNA,,transmembrane protein
AT2G40540,Chr2,16930555,16934669,+,4115,mRNA,mRNA,KT2,potassium transporter 2
AT2G40550,Chr2,16934621,16938272,+,3652,mRNA,mRNA,ETG1,E2F target protein 1 (ETG1)
AT2G40560,Chr2,16938705,16939616,-,912,mRNA,mRNA,,Protein kinase superfamily protein
AT2G40570,Chr2,16940822,16943515,+,2694,mRNA,mRNA,,initiator tRNA phosphoribosyl transferase family protein
AT2G40580,Chr2,16943864,16945003,+,1140,mRNA,mRNA,,Protein kinase superfamily protein
AT2G40590,Chr2,16944984,16946548,-,1565,mRNA,mRNA,,Ribosomal protein S26e family protein
AT2G40600,Chr2,16946824,16948712,-,1889,mRNA,mRNA,,appr-1-p processing enzyme family protein
AT2G40610,Chr2,16948791,16950705,-,1915,mRNA,mRNA,EXPA8,expansin A8
AT2G40620,Chr2,16954418,16957183,-,2766,mRNA,mRNA,,Basic-leucine zipper (bZIP) transcription factor family protein
AT2G40630,Chr2,16957881,16961591,+,3711,mRNA,mRNA,,Uncharacterized conserved protein (UCP030365)
AT2G40640,Chr2,16960964,16963215,-,2252,mRNA,mRNA,,RING/U-box superfamily protein
AT2G40650,Chr2,16963286,16965798,-,2513,mRNA,mRNA,,PRP38 family protein
AT2G40660,Chr2,16965909,16969119,+,3211,mRNA,mRNA,,Nucleic acid-binding%2C OB-fold-like protein
AT2G40670,Chr2,16969673,16972113,+,2441,mRNA,mRNA,RR16,response regulator 16
MSTRG.10145.1,Chr2,16971152,16971954,-,803,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT2G40670
AT2G40690,Chr2,16973992,16976534,+,2543,mRNA,mRNA,GLY1,NAD-dependent glycerol-3-phosphate dehydrogenase family protein
AT2G40700,Chr2,16976636,16979650,+,3015,mRNA,mRNA,,P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT2G09160,Chr2,16980436,16980783,+,348,lncRNA,intergenic,,
AT2G40710,Chr2,16980943,16981606,-,664,mRNA,mRNA,,hemolysin-III related integral membrane protein
AT2G40711,Chr2,16981498,16982681,-,1184,mRNA,mRNA,,hypothetical protein
AT2G09165,Chr2,16982730,16983797,+,1068,lncRNA,intragenic,,Natural antisense transcript overlaps with AT2G40715
AT2G40715,Chr2,16983087,16985791,-,2705,mRNA,mRNA,,hypothetical protein
AT2G09170,Chr2,16985455,16985736,+,282,lncRNA,intragenic,,Located within an intron of AT2G40715
AT2G00890,Chr2,16985854,16986504,-,651,lncRNA,intergenic,,
AT2G40720,Chr2,16987269,16989851,+,2583,mRNA,mRNA,,Tetratricopeptide repeat (TPR)-like superfamily protein
AT2G09175,Chr2,16987872,16988144,-,273,lncRNA,intragenic,,Natural antisense transcript overlaps with AT2G40720
AT2G40730,Chr2,16989836,16996308,-,6473,mRNA,mRNA,CTEXP,kinase family with ARM repeat domain-containing protein
AT2G40740,Chr2,16997078,16999499,+,2422,mRNA,mRNA,WRKY55,WRKY DNA-binding protein 55
AT2G40750,Chr2,17000419,17002528,-,2110,mRNA,mRNA,WRKY54,WRKY DNA-binding protein 54
AT2G09180,Chr2,17006644,17006918,-,275,lncRNA,intergenic,,
AT2G09185,Chr2,17006644,17007301,+,658,lncRNA,intergenic,,
AT2G40745,Chr2,17008174,17008917,-,744,mRNA,mRNA,,hypothetical protein
AT2G40760,Chr2,17009951,17012116,+,2166,mRNA,mRNA,,Rhodanese/Cell cycle control phosphatase superfamily protein
AT2G40765,Chr2,17012176,17013325,+,1150,mRNA,mRNA,,transmembrane protein
MSTRG.10162.1,Chr2,17012248,17012388,-,141,lncRNA,intragenic,NA,Natural antisense transcript overlaps with AT2G40765
AT2G09190,Chr2,17012394,17013048,-,655,lncRNA,intragenic,,Natural antisense transcript overlaps with AT2G40765
AT2G40770,Chr2,17013269,17021606,-,8338,mRNA,mRNA,,RING-finger%2C DEAD-like helicase%2C PHD and SNF2 domain-containing protein
AT2G40780,Chr2,17021505,17022944,+,1440,mRNA,mRNA,,Nucleic acid-binding%2C OB-fold-like protein
AT2G40790,Chr2,17022952,17024301,-,1350,mRNA,mRNA,CXXS2,C-terminal cysteine residue is changed to a serine 2
